Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
3377,0.873903,0.101511,0.000136,0.000439,0.013667,0.000623,0.009340,0.000172,0.000153,0.000056
3378,0.894953,0.052239,0.005070,0.000003,0.025129,0.007811,0.007956,0.006526,0.000002,0.000310
3379,0.041300,0.131004,0.808848,0.000031,0.004075,0.013890,0.000627,0.000000,0.000216,0.000009
3380,0.875578,0.052195,0.003744,0.004753,0.035352,0.001700,0.009623,0.016950,0.000012,0.000093
3381,0.976215,0.014339,0.000028,0.000354,0.000638,0.005643,0.001636,0.001115,0.000011,0.000022
3382,0.374438,0.557804,0.001351,0.034443,0.002344,0.004961,0.004522,0.019665,0.000194,0.000280
3383,0.204063,0.022000,0.002997,0.009699,0.157508,0.030382,0.023067,0.041873,0.003841,0.504570
3384,0.539254,0.303406,0.001541,0.000000,0.000098,0.094366,0.045217,0.016044,0.000000,0.000073
3385,0.000126,0.617389,0.314816,0.021603,0.009948,0.000227,0.033323,0.000000,0.002567,0.000001
3386,0.589464,0.018358,0.000363,0.000469,0.026907,0.006851,0.353793,0.002794,0.000547,0.000454
3387,0.957547,0.008217,0.032849,0.000000,0.000449,0.000537,0.000275,0.000118,0.000000,0.000008
3388,0.950290,0.018484,0.010366,0.000012,0.000746,0.000309,0.004235,0.011952,0.000001,0.003605
3389,0.045180,0.124628,0.587400,0.002444,0.015893,0.081609,0.000303,0.000007,0.000113,0.142424
3390,0.832195,0.006165,0.001500,0.002247,0.014002,0.100375,0.024451,0.003401,0.014113,0.001552
3391,0.956678,0.019593,0.008320,0.000017,0.004370,0.000480,0.000877,0.008016,0.000000,0.001648
3392,0.160619,0.204069,0.042502,0.356697,0.002915,0.118148,0.046106,0.004664,0.000001,0.064280
3393,0.959755,0.001200,0.000251,0.000001,0.005694,0.000066,0.020034,0.011433,0.001406,0.000161
3394,0.031331,0.478950,0.100353,0.002849,0.004580,0.308762,0.012130,0.001472,0.015413,0.044161
3395,0.700838,0.104871,0.000100,0.113558,0.012049,0.005059,0.060019,0.002117,0.000080,0.001309
3396,0.674434,0.026595,0.000564,0.015867,0.000583,0.100425,0.005270,0.174374,0.000000,0.001889
3397,0.123434,0.250868,0.376100,0.036027,0.091882,0.114111,0.001880,0.000825,0.004846,0.000027
3398,0.956111,0.002555,0.000822,0.000029,0.005079,0.000761,0.004108,0.020094,0.000001,0.010441
3399,0.006706,0.402077,0.447800,0.001256,0.003311,0.089640,0.049209,0.000000,0.000001,0.000000
3400,0.054822,0.046245,0.001997,0.636928,0.010668,0.176046,0.004599,0.006830,0.002320,0.059545
3401,0.186108,0.521839,0.037351,0.005701,0.109716,0.007374,0.072264,0.056364,0.001039,0.002245
3402,0.829540,0.048568,0.061086,0.001793,0.010812,0.003113,0.033595,0.000006,0.000000,0.011487
3403,0.359312,0.591496,0.000649,0.002878,0.033425,0.002446,0.009721,0.000002,0.000067,0.000004
3404,0.640459,0.003849,0.000622,0.001122,0.028939,0.019098,0.000515,0.303835,0.001254,0.000307
3405,0.814148,0.174963,0.002021,0.000094,0.001459,0.002297,0.001168,0.003826,0.000000,0.000024
3406,0.709128,0.000347,0.013144,0.003637,0.119171,0.070018,0.005616,0.074147,0.004664,0.000130
3407,0.852842,0.080035,0.004243,0.000482,0.041815,0.018361,0.001855,0.000293,0.000007,0.000066
3408,0.902978,0.037558,0.000185,0.000008,0.023422,0.006642,0.023108,0.005295,0.000002,0.000801
3409,0.369055,0.038334,0.009113,0.024646,0.076029,0.478775,0.002941,0.000015,0.000000,0.001092
3410,0.730707,0.057218,0.015846,0.016511,0.012505,0.003678,0.087034,0.022773,0.036826,0.016901
3411,0.072777,0.040832,0.010649,0.678417,0.063899,0.016404,0.056194,0.027291,0.000092,0.033445
3412,0.451044,0.000882,0.016874,0.008932,0.131612,0.366416,0.022565,0.001504,0.000017,0.000153
3413,0.913124,0.058186,0.000663,0.000032,0.005823,0.000129,0.000480,0.019246,0.000002,0.002314
3414,0.025699,0.214770,0.605459,0.083127,0.002633,0.017409,0.032434,0.000303,0.001850,0.016316
3415,0.822094,0.016516,0.000852,0.121030,0.008772,0.010424,0.013560,0.002401,0.000495,0.003858
3416,0.127575,0.000437,0.735967,0.000864,0.084211,0.027466,0.017320,0.000201,0.003779,0.002180
3417,0.119649,0.778617,0.049465,0.000858,0.037206,0.000572,0.000819,0.000006,0.012777,0.000032
3418,0.654448,0.196792,0.004826,0.024100,0.042375,0.010319,0.064873,0.000494,0.000050,0.001723
3419,0.825731,0.163239,0.001638,0.000235,0.002083,0.001117,0.004841,0.001053,0.000001,0.000062
3420,0.558659,0.043343,0.007458,0.044590,0.058759,0.256742,0.021865,0.000779,0.000483,0.007322
3421,0.686556,0.196246,0.014424,0.000575,0.062242,0.024168,0.009574,0.004260,0.000863,0.001091
3422,0.467871,0.010079,0.107229,0.009633,0.041981,0.022713,0.116773,0.082598,0.000562,0.140561
3423,0.952379,0.003086,0.001001,0.000082,0.028275,0.001687,0.001885,0.011604,0.000000,0.000001
3424,0.658538,0.000090,0.000119,0.313475,0.008614,0.000568,0.018478,0.000031,0.000001,0.000086
3425,0.083435,0.110394,0.577494,0.021990,0.031761,0.115068,0.006526,0.000350,0.046652,0.006330
3426,0.696897,0.016120,0.002246,0.006108,0.028598,0.045188,0.015087,0.015149,0.170714,0.003893
3427,0.372560,0.105770,0.103496,0.203940,0.066605,0.007785,0.040818,0.009994,0.081105,0.007926
3428,0.671787,0.204695,0.021667,0.003700,0.055321,0.002072,0.004334,0.025149,0.001764,0.009512
3429,0.043730,0.010059,0.462166,0.008647,0.054370,0.064844,0.001455,0.000003,0.354719,0.000007
3430,0.593211,0.108310,0.000303,0.080590,0.008210,0.001012,0.190042,0.017002,0.000087,0.001234
3431,0.028028,0.003110,0.152394,0.002456,0.012920,0.799859,0.001206,0.000000,0.000027,0.000000
3432,0.684277,0.063323,0.000541,0.142508,0.048047,0.012644,0.024401,0.022881,0.000167,0.001212
3433,0.551531,0.340762,0.015800,0.068116,0.001149,0.004615,0.011706,0.004785,0.000103,0.001432
3434,0.563941,0.024890,0.006563,0.038515,0.032931,0.065315,0.039760,0.153153,0.008684,0.066248
3435,0.793291,0.000688,0.001432,0.000007,0.002939,0.000123,0.000921,0.194421,0.003950,0.002228
3436,0.267073,0.000185,0.707010,0.000006,0.019976,0.002472,0.000830,0.000644,0.000000,0.001804
3437,0.457161,0.013401,0.148057,0.000044,0.000921,0.368253,0.001136,0.000000,0.011026,0.000000
3438,0.860415,0.017261,0.020624,0.003653,0.086432,0.000106,0.006902,0.000832,0.000066,0.003708
3439,0.874012,0.023410,0.005776,0.000970,0.064638,0.008279,0.018777,0.001703,0.000066,0.002368
3440,0.256589,0.121106,0.191061,0.192837,0.110167,0.066101,0.017112,0.001672,0.002110,0.041243
3441,0.589538,0.078917,0.274189,0.000144,0.006655,0.001338,0.000220,0.017397,0.000007,0.031594
3442,0.042283,0.649660,0.130483,0.002245,0.002319,0.155374,0.011799,0.000004,0.005402,0.000431
3443,0.588311,0.251538,0.000133,0.004750,0.031799,0.097978,0.002354,0.022882,0.000012,0.000242
3444,0.846941,0.001711,0.000510,0.000000,0.026867,0.000166,0.000164,0.123623,0.000000,0.000018
3445,0.082619,0.042934,0.767354,0.000047,0.000054,0.105883,0.001086,0.000000,0.000023,0.000000
3446,0.698132,0.017229,0.000369,0.029917,0.170574,0.081660,0.000839,0.001220,0.000009,0.000051
3447,0.088315,0.886880,0.003968,0.005678,0.005712,0.007257,0.001613,0.000004,0.000321,0.000251
3448,0.962376,0.025127,0.000191,0.001358,0.001430,0.000250,0.008405,0.000047,0.000000,0.000817
3449,0.818796,0.035136,0.039366,0.026093,0.017544,0.029604,0.025943,0.005713,0.000384,0.001421
3450,0.833250,0.006813,0.014290,0.024813,0.040808,0.044193,0.008447,0.025657,0.000001,0.001728
3451,0.713179,0.247845,0.001111,0.000921,0.007086,0.000149,0.013129,0.004786,0.000001,0.011793
3452,0.156404,0.527242,0.174122,0.097633,0.019999,0.008917,0.013242,0.000483,0.000019,0.001940
3453,0.009035,0.075080,0.410131,0.011370,0.012248,0.383916,0.074423,0.000074,0.023332,0.000392
3454,0.703560,0.075865,0.026285,0.002790,0.056183,0.109784,0.014469,0.009385,0.000020,0.001658
3455,0.826867,0.066436,0.009021,0.012238,0.017215,0.051927,0.001004,0.014296,0.000015,0.000981
3456,0.925892,0.003184,0.001249,0.000013,0.004798,0.000283,0.000445,0.063139,0.000027,0.000969
3457,0.007537,0.033614,0.056991,0.066235,0.263028,0.017512,0.062987,0.410254,0.039096,0.042746
3458,0.932703,0.000096,0.000222,0.000063,0.023934,0.001434,0.001819,0.021348,0.000077,0.018303
3459,0.453798,0.026895,0.014282,0.005499,0.029503,0.011761,0.076728,0.372584,0.004869,0.004082
3460,0.180204,0.757033,0.000072,0.000844,0.008874,0.001177,0.051691,0.000002,0.000087,0.000016
3461,0.106489,0.314007,0.000208,0.391928,0.000402,0.101852,0.064396,0.009572,0.000000,0.011144
3462,0.285920,0.151646,0.111363,0.004074,0.021564,0.037925,0.085406,0.008656,0.293193,0.000253
3463,0.773770,0.096201,0.015760,0.000571,0.040147,0.003539,0.063606,0.004301,0.000025,0.002080
3464,0.518005,0.000223,0.000220,0.000021,0.454003,0.016077,0.003935,0.000914,0.005958,0.000645
3465,0.740257,0.012111,0.005768,0.053969,0.056487,0.008880,0.062124,0.008277,0.000711,0.051416
3466,0.944942,0.050168,0.000105,0.000019,0.002310,0.000747,0.001522,0.000083,0.000010,0.000094
3467,0.021333,0.058700,0.190453,0.012161,0.027654,0.681213,0.008358,0.000010,0.000008,0.000109
3468,0.023700,0.011416,0.001643,0.450660,0.013841,0.248833,0.009787,0.164520,0.012945,0.062655
3469,0.276338,0.138973,0.001316,0.416343,0.002810,0.090595,0.027507,0.020584,0.000843,0.024692
3470,0.221594,0.243909,0.007502,0.181826,0.004505,0.017899,0.005689,0.004832,0.005217,0.307029
3471,0.373035,0.038524,0.004657,0.146185,0.000085,0.002126,0.051690,0.000293,0.000000,0.383405
3472,0.063426,0.000532,0.063199,0.123340,0.257701,0.032616,0.257050,0.194336,0.003354,0.004446
3473,0.908059,0.042540,0.032563,0.000005,0.005500,0.000093,0.002958,0.007418,0.000039,0.000825
3474,0.371548,0.004012,0.003303,0.013118,0.099147,0.507315,0.001128,0.000423,0.000006,0.000000
3475,0.376620,0.607890,0.009252,0.000084,0.001627,0.000836,0.002988,0.000131,0.000025,0.000548
3476,0.065257,0.064516,0.853728,0.000252,0.000796,0.011515,0.003852,0.000004,0.000080,0.000001
3477,0.861969,0.002483,0.001500,0.002281,0.027486,0.034874,0.000995,0.067493,0.000089,0.000828
3478,0.222083,0.040816,0.004426,0.379160,0.120871,0.012934,0.023666,0.169148,0.001831,0.025066
3479,0.011774,0.238678,0.694228,0.000963,0.021341,0.001230,0.030854,0.000575,0.000341,0.000016
3480,0.250538,0.348852,0.391468,0.004122,0.000000,0.004050,0.000970,0.000000,0.000000,0.000000
3481,0.602288,0.124869,0.070670,0.006970,0.020569,0.012059,0.080760,0.031569,0.032707,0.017541
3482,0.727699,0.013205,0.000359,0.009522,0.005128,0.001183,0.224524,0.001221,0.000133,0.017026
3483,0.327107,0.004687,0.004634,0.000422,0.108948,0.114926,0.004322,0.429131,0.000000,0.005824
3484,0.746594,0.000504,0.002334,0.002623,0.146348,0.100644,0.000596,0.000077,0.000209,0.000070
3485,0.144446,0.147615,0.608349,0.003526,0.020650,0.031996,0.002818,0.004358,0.036013,0.000228
3486,0.952706,0.029936,0.001575,0.000008,0.010739,0.002076,0.001069,0.001508,0.000068,0.000316
3487,0.959987,0.006246,0.005855,0.000030,0.021307,0.000124,0.001702,0.000993,0.000000,0.003755
3488,0.928505,0.027427,0.016736,0.000639,0.006618,0.007614,0.010331,0.000720,0.000022,0.001387
3489,0.341260,0.515493,0.003302,0.033518,0.044570,0.005632,0.028252,0.008912,0.003002,0.016059
3490,0.012816,0.008365,0.024332,0.140726,0.253405,0.549960,0.001100,0.007971,0.001030,0.000293
3491,0.890250,0.079945,0.005150,0.000030,0.014205,0.004541,0.005232,0.000423,0.000060,0.000164
3492,0.578604,0.057050,0.000196,0.026955,0.000064,0.000025,0.004726,0.000000,0.000000,0.332380
3493,0.303563,0.036493,0.000153,0.605273,0.000000,0.002157,0.052298,0.000017,0.000000,0.000046
3494,0.056877,0.732226,0.028623,0.005312,0.011869,0.002790,0.012561,0.009640,0.000017,0.140086
3495,0.943092,0.042475,0.003530,0.000027,0.001055,0.000054,0.008658,0.001074,0.000033,0.000002
3496,0.967035,0.004937,0.010843,0.000455,0.001985,0.013617,0.000165,0.000329,0.000039,0.000596
3497,0.594028,0.001022,0.000002,0.000692,0.001402,0.002256,0.314598,0.001733,0.000001,0.084266
3498,0.163668,0.271544,0.260743,0.000108,0.005147,0.297688,0.001093,0.000000,0.000007,0.000000
3499,0.548808,0.195684,0.142275,0.035149,0.004072,0.042947,0.030321,0.000336,0.000323,0.000084
3500,0.781636,0.005949,0.000443,0.056152,0.142967,0.002083,0.000852,0.009608,0.000027,0.000283
3501,0.660616,0.222486,0.029460,0.000557,0.008166,0.073641,0.003086,0.000267,0.001714,0.000007
3502,0.641419,0.011670,0.013511,0.035240,0.211531,0.084527,0.000129,0.001091,0.000866,0.000016
3503,0.619473,0.041838,0.000126,0.138586,0.065679,0.006213,0.119801,0.000208,0.000149,0.007927
3504,0.028019,0.326469,0.030615,0.416591,0.006363,0.160465,0.010783,0.016820,0.000562,0.003312
3505,0.932817,0.050405,0.000594,0.000413,0.000242,0.000499,0.013245,0.000111,0.000000,0.001674
3506,0.643581,0.304153,0.002210,0.017390,0.011536,0.007208,0.011720,0.001672,0.000446,0.000084
3507,0.483099,0.512590,0.000215,0.000801,0.000300,0.001505,0.001364,0.000055,0.000004,0.000069
3508,0.835934,0.005139,0.000142,0.007096,0.015268,0.009133,0.000583,0.122347,0.000030,0.004327
3509,0.844725,0.096974,0.008415,0.000128,0.035089,0.000254,0.013793,0.000369,0.000083,0.000170
3510,0.128416,0.804316,0.038838,0.001652,0.008801,0.000780,0.014750,0.000458,0.000862,0.001127
3511,0.651582,0.007202,0.004712,0.000010,0.000339,0.000235,0.015626,0.045072,0.000038,0.275183
3512,0.569945,0.026231,0.000662,0.012073,0.016851,0.011460,0.118331,0.113537,0.000023,0.130887
3513,0.048099,0.028598,0.888177,0.000038,0.000242,0.011171,0.023325,0.000000,0.000348,0.000001
3514,0.339608,0.349243,0.009601,0.024429,0.058647,0.049131,0.153361,0.000552,0.015065,0.000363
3515,0.929285,0.054786,0.003856,0.000243,0.001314,0.000138,0.007456,0.001418,0.000041,0.001462
3516,0.130091,0.021208,0.346865,0.000886,0.074391,0.014545,0.001140,0.001271,0.409444,0.000159
3517,0.225953,0.744173,0.012895,0.000090,0.000026,0.000269,0.016513,0.000001,0.000007,0.000074
3518,0.037167,0.025828,0.385864,0.261325,0.035246,0.049765,0.127519,0.053884,0.000155,0.023246
3519,0.115326,0.804044,0.066201,0.002227,0.000960,0.010470,0.000736,0.000001,0.000035,0.000000
3520,0.793331,0.159848,0.007356,0.000891,0.015126,0.001585,0.003869,0.016310,0.000042,0.001642
3521,0.426050,0.151441,0.000944,0.379921,0.016688,0.013228,0.007762,0.000752,0.000063,0.003152
3522,0.307401,0.661810,0.024335,0.000172,0.005167,0.000959,0.000104,0.000010,0.000041,0.000000
3523,0.858008,0.004990,0.087705,0.000666,0.001736,0.001410,0.014060,0.026095,0.000109,0.005223
3524,0.490343,0.094071,0.001105,0.027016,0.150645,0.039517,0.052435,0.116255,0.000015,0.028599
3525,0.429897,0.087458,0.032109,0.008357,0.079209,0.022656,0.022069,0.287934,0.008819,0.021490
3526,0.515135,0.320304,0.000910,0.000670,0.053310,0.052291,0.029893,0.027243,0.000156,0.000089
3527,0.904541,0.046047,0.008965,0.000396,0.000892,0.005240,0.019940,0.000279,0.000129,0.013570
3528,0.577685,0.397894,0.000548,0.001753,0.010188,0.000587,0.005451,0.003056,0.000007,0.002831
3529,0.919137,0.070915,0.003545,0.000035,0.001196,0.000074,0.001207,0.003890,0.000002,0.000001
3530,0.574247,0.187640,0.010117,0.003234,0.213081,0.005023,0.003620,0.000334,0.002697,0.000007
3531,0.568230,0.014064,0.151119,0.065079,0.145921,0.009916,0.018447,0.014672,0.011604,0.000948
3532,0.643731,0.007432,0.051264,0.026623,0.003302,0.005015,0.041380,0.043839,0.000024,0.177390
3533,0.837676,0.004352,0.004299,0.064532,0.019193,0.040334,0.000070,0.029409,0.000134,0.000001
3534,0.722510,0.040331,0.071747,0.004507,0.003090,0.004078,0.137037,0.011363,0.000193,0.005146
3535,0.272657,0.043926,0.011864,0.140802,0.019286,0.039412,0.217133,0.231345,0.001751,0.021823
3536,0.417927,0.471141,0.060232,0.001523,0.042356,0.002130,0.001762,0.000119,0.002809,0.000001
3537,0.965736,0.003342,0.003186,0.000021,0.004421,0.000306,0.018243,0.004612,0.000112,0.000021
3538,0.009396,0.032221,0.074052,0.479146,0.000000,0.007108,0.254433,0.000710,0.000000,0.142934
3539,0.464203,0.042627,0.011761,0.067184,0.147110,0.039232,0.206014,0.004421,0.003430,0.014018
3540,0.805369,0.008468,0.002314,0.002753,0.075855,0.021554,0.031700,0.012174,0.000272,0.039542
3541,0.894322,0.059549,0.001832,0.000157,0.007447,0.030574,0.000519,0.002565,0.000000,0.003035
3542,0.107255,0.285166,0.100631,0.015066,0.074422,0.363091,0.015687,0.000031,0.037485,0.001166
3543,0.068814,0.298183,0.376217,0.009555,0.008265,0.070184,0.027059,0.000090,0.141288,0.000345
3544,0.290613,0.617937,0.000000,0.089114,0.000001,0.000044,0.002284,0.000000,0.000000,0.000006
3545,0.878500,0.109761,0.000510,0.000000,0.003534,0.000015,0.000295,0.006911,0.000307,0.000166
3546,0.153598,0.136909,0.059811,0.332471,0.092498,0.095983,0.022679,0.011918,0.088328,0.005805
3547,0.962873,0.003501,0.008850,0.000005,0.008928,0.000139,0.000982,0.012813,0.000000,0.001910
3548,0.911190,0.007563,0.012755,0.007549,0.020044,0.000203,0.029847,0.002952,0.001109,0.006790
3549,0.453347,0.539143,0.006284,0.000022,0.000272,0.000075,0.000844,0.000000,0.000004,0.000008
3550,0.800929,0.040907,0.003400,0.000833,0.077479,0.008968,0.058768,0.008381,0.000058,0.000277
3551,0.901396,0.003613,0.000121,0.006733,0.023708,0.003703,0.038185,0.005580,0.016011,0.000950
3552,0.131443,0.585826,0.016177,0.120224,0.055300,0.071117,0.012375,0.000583,0.005266,0.001690
3553,0.109667,0.006737,0.598789,0.000798,0.090942,0.002799,0.002529,0.000000,0.187740,0.000000
3554,0.483906,0.014252,0.004227,0.008079,0.227432,0.103758,0.119133,0.000195,0.039005,0.000014
3555,0.964225,0.030717,0.000048,0.000019,0.002357,0.000057,0.001710,0.000325,0.000000,0.000541
3556,0.916746,0.021232,0.014456,0.002956,0.015310,0.003521,0.020327,0.002092,0.000021,0.003339
3557,0.556054,0.273694,0.000579,0.055944,0.038311,0.053043,0.012835,0.000980,0.003072,0.005488
3558,0.897878,0.032599,0.001278,0.000806,0.012271,0.004394,0.046987,0.003449,0.000149,0.000190
3559,0.796619,0.002885,0.001799,0.000126,0.056077,0.011021,0.005419,0.123243,0.000094,0.002716
3560,0.299763,0.010678,0.000508,0.002654,0.067917,0.196036,0.184745,0.237041,0.000244,0.000414
3561,0.293698,0.012925,0.028866,0.002515,0.222536,0.093936,0.091176,0.231367,0.000458,0.022523
3562,0.032685,0.093206,0.247319,0.045422,0.097304,0.149866,0.004753,0.001537,0.327366,0.000542
3563,0.777028,0.006679,0.002415,0.001525,0.036095,0.003610,0.088886,0.081153,0.000068,0.002540
3564,0.758498,0.038763,0.001420,0.002220,0.051931,0.104876,0.036922,0.003720,0.001569,0.000080
3565,0.599500,0.017241,0.003694,0.001998,0.083164,0.289386,0.000783,0.000028,0.004196,0.000011
3566,0.860987,0.003135,0.001242,0.000016,0.121323,0.001291,0.005057,0.006468,0.000001,0.000482
3567,0.269473,0.034240,0.002479,0.626410,0.005250,0.032846,0.000081,0.007001,0.000003,0.022217
3568,0.213703,0.269556,0.006408,0.062372,0.056470,0.008507,0.355235,0.008426,0.016212,0.003111
3569,0.287981,0.689066,0.017496,0.000603,0.002042,0.001327,0.000643,0.000007,0.000004,0.000830
3570,0.823926,0.051366,0.000427,0.085384,0.017233,0.018092,0.001297,0.001649,0.000000,0.000625
3571,0.524277,0.003615,0.006233,0.002680,0.014747,0.028984,0.144922,0.273442,0.000157,0.000943
3572,0.120657,0.122647,0.051035,0.016745,0.224369,0.052728,0.007013,0.010025,0.388887,0.005893
3573,0.571504,0.006629,0.036552,0.165494,0.035887,0.016346,0.027342,0.131356,0.001509,0.007380
3574,0.319157,0.331522,0.033962,0.147740,0.025848,0.065797,0.043460,0.020906,0.000098,0.011510
3575,0.212723,0.750074,0.017327,0.000280,0.005726,0.005714,0.006453,0.000071,0.001580,0.000052
3576,0.783683,0.026728,0.048192,0.000416,0.004400,0.002982,0.003903,0.083341,0.005915,0.040441
3577,0.035974,0.038082,0.168398,0.327182,0.156306,0.109291,0.032171,0.000397,0.127729,0.004471
3578,0.659016,0.044261,0.026197,0.071048,0.167410,0.011400,0.015181,0.000838,0.000140,0.004509
3579,0.055328,0.191488,0.034254,0.047737,0.031325,0.000280,0.164802,0.000254,0.229860,0.244672
3580,0.775968,0.037630,0.003471,0.040561,0.083043,0.031984,0.020813,0.005089,0.000326,0.001116
3581,0.493923,0.019305,0.008276,0.009673,0.132837,0.002198,0.049075,0.005339,0.002449,0.276924
3582,0.377707,0.423370,0.006939,0.046581,0.009834,0.006152,0.093034,0.000552,0.000000,0.035831
3583,0.344932,0.035387,0.000299,0.465355,0.021026,0.056368,0.009148,0.003425,0.003598,0.060462
3584,0.068163,0.097785,0.001259,0.692864,0.018918,0.061732,0.024385,0.017939,0.000593,0.016362
3585,0.065982,0.912243,0.020518,0.000749,0.000004,0.000231,0.000253,0.000000,0.000000,0.000020
3586,0.697694,0.014306,0.000319,0.034182,0.126524,0.050592,0.051885,0.009196,0.014408,0.000894
3587,0.061436,0.780818,0.001338,0.026053,0.103656,0.023435,0.002911,0.000014,0.000332,0.000006
3588,0.015007,0.195355,0.618408,0.000113,0.145464,0.005975,0.004452,0.000001,0.011953,0.003271
3589,0.208263,0.018794,0.031070,0.069582,0.239211,0.160054,0.005107,0.004274,0.254420,0.009225
3590,0.647766,0.015892,0.052329,0.003974,0.202562,0.011365,0.004834,0.043154,0.000008,0.018115
3591,0.945964,0.011953,0.001187,0.000144,0.025066,0.005469,0.008984,0.001079,0.000000,0.000154
3592,0.257147,0.705701,0.011881,0.000097,0.008633,0.005333,0.009763,0.000330,0.000462,0.000653
3593,0.946306,0.016641,0.010039,0.003064,0.002495,0.019549,0.000655,0.001187,0.000009,0.000055
3594,0.620109,0.197690,0.009979,0.024699,0.003609,0.047794,0.010745,0.078972,0.000022,0.006380
3595,0.862342,0.082230,0.000774,0.000274,0.000011,0.015945,0.020868,0.000460,0.010318,0.006778
3596,0.701489,0.285068,0.000082,0.003010,0.001113,0.001341,0.006183,0.001453,0.000122,0.000139
3597,0.011109,0.014580,0.777183,0.008246,0.004171,0.183267,0.000570,0.000013,0.000793,0.000069
3598,0.040814,0.583982,0.146633,0.056904,0.007921,0.056447,0.009894,0.003969,0.088644,0.004792
3599,0.353850,0.530000,0.017045,0.001090,0.048013,0.038294,0.010131,0.000968,0.000394,0.000217
3600,0.694730,0.002966,0.004857,0.020957,0.143176,0.051755,0.002294,0.076180,0.000765,0.002322
3601,0.187608,0.011865,0.747692,0.000213,0.000587,0.000149,0.001461,0.000047,0.050378,0.000000
3602,0.769757,0.004468,0.033076,0.013176,0.108396,0.007736,0.008371,0.050509,0.001342,0.003168
3603,0.143738,0.034816,0.038760,0.097117,0.307780,0.076899,0.020821,0.245742,0.001748,0.032579
3604,0.194958,0.006344,0.000498,0.455251,0.203338,0.121593,0.002868,0.007183,0.000100,0.007867
3605,0.182265,0.631809,0.180486,0.000031,0.001419,0.001154,0.002757,0.000056,0.000005,0.000017
3606,0.161310,0.534513,0.162017,0.007325,0.019754,0.026241,0.016664,0.001840,0.004841,0.065495
3607,0.139280,0.012071,0.001497,0.199258,0.227364,0.059467,0.255377,0.002864,0.101583,0.001238
3608,0.253119,0.719691,0.004051,0.000797,0.000341,0.020112,0.001886,0.000000,0.000000,0.000002
3609,0.678065,0.278605,0.000116,0.002287,0.004896,0.002540,0.032290,0.000064,0.000035,0.001102
3610,0.751709,0.025364,0.009612,0.000269,0.032976,0.002137,0.090769,0.018138,0.000273,0.068755
3611,0.288252,0.026600,0.002652,0.299112,0.050244,0.021199,0.033791,0.119911,0.001934,0.156306
3612,0.853943,0.035270,0.000464,0.019603,0.029443,0.021848,0.034245,0.004644,0.000256,0.000285
3613,0.653594,0.006942,0.071596,0.042686,0.136991,0.047969,0.006733,0.029331,0.000231,0.003927
3614,0.221589,0.017742,0.002689,0.582276,0.102495,0.019469,0.002141,0.041284,0.000002,0.010314
3615,0.799399,0.041761,0.004822,0.033755,0.011762,0.065485,0.026338,0.016283,0.000040,0.000355
3616,0.384064,0.003052,0.142570,0.008225,0.010836,0.011481,0.002651,0.437074,0.000008,0.000039
3617,0.961506,0.008782,0.000365,0.000137,0.011177,0.000284,0.008088,0.003592,0.000000,0.006069
3618,0.647951,0.001145,0.025449,0.000267,0.301882,0.009580,0.003851,0.009581,0.000179,0.000115
3619,0.003145,0.001118,0.011057,0.068233,0.059846,0.608419,0.002338,0.000616,0.000173,0.245055
3620,0.218187,0.004400,0.094814,0.005032,0.382609,0.096771,0.023481,0.172204,0.000397,0.002105
3621,0.852704,0.023295,0.001066,0.000107,0.085848,0.028856,0.000778,0.007344,0.000000,0.000001
3622,0.653157,0.019975,0.031749,0.000736,0.032323,0.000086,0.001876,0.171385,0.003487,0.085227
3623,0.022641,0.045427,0.087305,0.000220,0.002674,0.021123,0.069584,0.000078,0.750949,0.000000
3624,0.425871,0.106017,0.000762,0.413969,0.000443,0.000136,0.003384,0.000004,0.000000,0.049415
3625,0.963267,0.007925,0.000608,0.000024,0.001063,0.001577,0.018864,0.005742,0.000003,0.000925
3626,0.234080,0.336819,0.007366,0.207287,0.001928,0.168243,0.028678,0.014329,0.000000,0.001269
3627,0.919562,0.046732,0.001199,0.000071,0.003064,0.019485,0.005792,0.003156,0.000929,0.000010
3628,0.826427,0.035001,0.000081,0.003794,0.088790,0.030136,0.012788,0.002377,0.000030,0.000575
3629,0.101694,0.044822,0.006150,0.186220,0.235223,0.272608,0.025970,0.086340,0.026768,0.014204
3630,0.197816,0.604142,0.006227,0.009870,0.064633,0.084689,0.032133,0.000083,0.000358,0.000050
3631,0.405995,0.109100,0.031862,0.017810,0.020929,0.134044,0.026506,0.251089,0.000558,0.002108
3632,0.015568,0.478404,0.286619,0.005252,0.013765,0.182013,0.002556,0.000444,0.015234,0.000146
3633,0.823897,0.009684,0.002416,0.000174,0.005499,0.000135,0.006041,0.056946,0.000000,0.095209
3634,0.915002,0.008210,0.001150,0.000049,0.004988,0.000239,0.048704,0.008755,0.000000,0.012902
3635,0.945447,0.001997,0.005564,0.000056,0.011693,0.000660,0.014943,0.000516,0.000087,0.019037
3636,0.404425,0.083517,0.002877,0.021327,0.029813,0.042477,0.000589,0.099261,0.000001,0.315713
3637,0.470074,0.511696,0.000528,0.001877,0.004677,0.001128,0.009502,0.000402,0.000012,0.000105
3638,0.294280,0.000493,0.005856,0.014099,0.002713,0.008424,0.014963,0.640824,0.000001,0.018347
3639,0.650302,0.239149,0.082047,0.005692,0.011779,0.003228,0.006970,0.000446,0.000342,0.000046
